thumb href,tagItemTitle href,speakerName,genericItemIntroText,specialty_codes href,specialty_codes,specialty_codes href (2),specialty_codes (2),genericItemIntroText (2),specialty_codes href (3),specialty_codes (3),specialty_codes href (4),specialty_codes (4),specialty_codes href (5),specialty_codes (5),specialty_codes href (6),specialty_codes (6),specialty_codes href (7),specialty_codes (7),specialty_codes href (8),specialty_codes (8),specialty_codes href (9),specialty_codes (9),genericItemIntroText (3),genericItemIntroText (4),priceRange
https://www.ovations.com.au/speakers/andrew-morello,https://www.ovations.com.au/speakers/andrew-morello,Andrew Morello,"It's refreshing to find a successful face in business involved in day to day business and brand expansion. Winning the first season of The Apprentice Australia has set Andrew ""Morello"" well on this path. It was clear to see that Morello put the summation of his life, learning and impeccable work ethic into the series. Willing to ""walk the talk"" and standing behind his values he won the hearts and ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,,https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Franchise,FRANCHISE,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Negotiation,NEGOTIATION,https://www.ovations.com.au/speakers/sales,SALES,,,3500-5000
https://www.ovations.com.au/speakers/rhett-morris,https://www.ovations.com.au/speakers/rhett-morris,Rhett Morris,"Rhett Morris is passionate about building Bulletproof people. Crisis Resilient People - Bulletproof People - deal effectively with the ups and downs of life. They endure crisis situations and experiences without a loss of personal or work performance. Instead, they use these circumstances to build character and become more ""Bulletproof"". Organisations filled with Bulletproof People are better p ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Adversity,ADVERSITY,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,,https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speaker-filter-search-results/speakers/Human%20Resources,HUMAN RESOURCES,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Personal%20Development,PERSONAL DEVELOPMENT,,,,,,,3500-5000
https://www.ovations.com.au/speakers/tony-mowbray,https://www.ovations.com.au/speakers/tony-mowbray,Tony Mowbray,"Very passionate, emotive speaker with a moving and motivating story. Tony is one of the survivors of the Sydney to Hobart race. Since then he has led a number of sailing expeditions to the Antarctic and other high risk destinations. He takes with him a crew of ordinary people, often with no prior experience, thereby proving that everyone can achieve something extraordinary. Tony focuses on managin ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Adventurer,ADVENTURER,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/william-mulholland,https://www.ovations.com.au/speakers/william-mulholland,William Mulholland,"A lawyer, actor, singer, former professional dancer and member of the original Melbourne cast of Cats, William cut his teeth in the world of musical theatre and dance. With his extensive theatrical, corporate and legal background and highly developed research and preparation skills, William is comfortable in a range of presentation formats, programs and venues. ...",https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speaker-filter-search-results/speakers/Presentation%20Skills,PRESENTATION SKILLS,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Singer%20/%20Musician,SINGER / MUSICIAN,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/lori-munz,https://www.ovations.com.au/speakers/lori-munz,Lori Munz,"The Lori Munz story of courage and determination to overcome setbacks is an inspiration to all.
Following impressive wins in World Cups and National Championships, and dual gold medals in the Commonwealth Games it seemed that nothing could stop Lori from completing her Olympic dream.

Disaster struck when she was involved in a car accident which, amongst other serious injuries shattered ...",https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/nadine-neumann,https://www.ovations.com.au/speakers/nadine-neumann,Nadine Neumann,"As a speaker Nadine is INSPIRATIONAL. Whether she is addressing a classroom of primary school children or a corporate conference, her style is relaxed, engaging and vibrant and the contents of her talks are always relevant and fascinating. Nadine can speak on a range of topics from Goal PIanning and Time Management to entertaining anecdotes of her experiences as an Olympian. She will tailor a spee ...",https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Olympics,OLYMPICS,,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/tawera-nikau,https://www.ovations.com.au/speakers/tawera-nikau,Tawera Nikau,"His career on the field has been spectacular, but events off the field have created an air of intrigue. The tragic suicide of his wife, Lutetia and his recent motor cycle accident which resulted in his having his right leg amputated, has seen him occupy more than a few headlines. Undaunted, he has risen above his own personal loss and tragedy to become an inspirational figure, through his fight ba ...",https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sport,SPORT,,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/shelley-oates-wilding,https://www.ovations.com.au/speakers/shelley-oates-wilding,Shelley Oates-Wilding,"Shelley Oates-Wilding is one of Australia's top sports women. She is also an inspiration to any athlete whose dreams have been shattered by untimely injury. In a strange twist of fate the setback that ended her international netball career opened the door to world championship glory in the water. A world champion in Surf Ski and Outrigger Canoeing, Australian representative in three sports (Netb ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Olympics,OLYMPICS,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/stephen-ogden-barnes,https://www.ovations.com.au/speakers/stephen-ogden-barnes,Stephen Ogden-Barnes,"Steve Ogden Barnes is a retail marketing specialist with an extensive background in the profession and academia. He has delivered retail education programs, retail consultancy, seminars, lectures and conference, focusing on global retail trends, retail innovation, multi-channel retailing, retail strategy and sales promotion. Steve is a highly experienced speaker. He has delivered numerous in-com ...",https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,https://www.ovations.com.au/speakers/education,EDUCATION,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Franchise,FRANCHISE,https://www.ovations.com.au/speakers/future-trends,FUTURE / TRENDS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,https://www.ovations.com.au/speakers/marketing,MARKETING,https://www.ovations.com.au/speakers/retail,RETAIL,,,,,,,3500-5000
https://www.ovations.com.au/speakers/dave-oneil,https://www.ovations.com.au/speakers/dave-oneil,Dave O'Neil,"Dave O'Neil's friendly, easy going manner has made him one of Australia's popular and versatile comics. In his eighteen years on the Australian comedy scene, Dave has worked extensively in radio, television, film, print media and on the live circuit. Dave is without doubt one of the most popular and versatile performers in the country. His observational humour and genuine humility have made him ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/comedy,COMEDY,,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/joshua-owen,https://www.ovations.com.au/speakers/joshua-owen,Joshua Owen,"Joshua Owen is one of Australia's leading Corporate Strategists. His strategies help CEO's breathe new life into their organisations, and instil a sense of ownership, purpose and excitement in staff. He has equipped senior executives from thousands of private and public sector organisations around the world with strategic thinking techniques to transform chaos and uncertainty into workable Strate ...",https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,,,,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/philip-owens,https://www.ovations.com.au/speakers/philip-owens,Philip Owens,"Philip Owens brings together the Ã¢Â€Â˜human dimension' of success behaviours and high performance in business, sport, relationships and life. Globally sought after for his pragmatic, informed and entertaining approach, Philip demonstrates the principles of global leadership success through the human lens of individuals, teams and organisations. He brings his unique world view and experience to ...",https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speakers/communication,COMMUNICATION,,https://www.ovations.com.au/speakers/corporate-culture,CORPORATE CULTURE,https://www.ovations.com.au/speaker-filter-search-results/speakers/Human%20Resources,HUMAN RESOURCES,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Personal%20Development,PERSONAL DEVELOPMENT,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,3500-5000
https://www.ovations.com.au/speakers/bruce-paige,https://www.ovations.com.au/speakers/bruce-paige,Bruce Paige,"Highly-regarded television presenter Bruce Paige joined Channel Nine Queensland in 1985 and spent 19 years presenting Nine News. Paige commenced his long media career in Maryborough in 1966 working at radio station 4MB, before moving to Wide Bay television three years later. He then worked for the fABC for almost 15 years Ã¢Â€Â“ starting on 4th January, 1971, the same day Sesame Street hit Au ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/cindy-pan,https://www.ovations.com.au/speakers/cindy-pan,Cindy Pan,"Dr Cindy Pan is a doctor who works in the media. Cindy is best known for her appearances on television's The Panel, Beauty and the Beast, Sunrise, The Super Debates, Sex/Life, Big Brother Uncut, Test Australia: National IQ Test 2002, The Einstein Factor and the travel documentary The Ties that Bind. ...",https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,,,,,,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/kevin-panozza,https://www.ovations.com.au/speakers/kevin-panozza,Kevin Panozza,"Kevin built the most successful outsourced sales and customer service business in Australia and NZ, SalesForce. Through a passionate approach to engage staff and create a culture for high performance, Kevin's, lifetime of experience, and strong personal convictions about stimulating work environments and empowering cultures, has resulted in SalesForce being voted 'Best Employer in Australia and N ...",https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/communication,COMMUNICATION,,https://www.ovations.com.au/speakers/corporate-culture,CORPORATE CULTURE,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/sales,SALES,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/glen-pattison,https://www.ovations.com.au/speakers/glen-pattison,Glen - Pattison,"Glen Pattison is a Master Hypnotist and Hypnotherapist and is known to the corporate sector as Australia's leading Performance Coach. Glen is a dynamic, entertaining and informative speaker who has the ability to give your audience the tools needed to unlock their full potential. Glen guarantees to deliver an informative and entertaining presentation that will equip your team with sure fire techni ...",https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/wayne-pearce,https://www.ovations.com.au/speakers/wayne-pearce,Wayne Pearce,"Wayne Pearce is a prominent sporting personality who injects interest, humour and hard won success stories into the conference agenda. After seven years as a professional Rugby League coach Wayne still enjoys his current involvement in Rugby League as a Fox sports commentator, however since leaving club coaching in September 2000, his main focus now is corporate speaking, corporate teambuilding an ...",https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/laurie-pearcey,https://www.ovations.com.au/speakers/laurie-pearcey,Laurie Pearcey,Laurie is a professional bilingual facilitator and master of ceremony. He has worked as a presenter on China Central Television's international Chinese language station and has worked for SBS Mandarin radio and extensively with the Chinese Government on trade and investment promotion forums within Australia. He has hosted a range of corporate events such as the Yancoal-Felix merger ceremony in cel ...,https://www.ovations.com.au/speaker-filter-search-results/speakers/Asia,ASIA,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/jo-pearson,https://www.ovations.com.au/speakers/jo-pearson,Jo Pearson,"Jo's experience as a speaker, live television interviewer, media trainer and presentation skills specialist brings credibility, professionalism and humour to conferences and events. A television newsreader and journalist for more than a decade, Jo has empowered thousands of corporate clients through entertaining and dynamic media and communication skills presentations and workshops. Jo adds a dist ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Presentation%20Skills,PRESENTATION SKILLS,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,https://www.ovations.com.au/speakers/facilitation,FACILITATION / MODERATOR,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/hayley-pearson,https://www.ovations.com.au/speakers/hayley-pearson,Hayley Pearson,"You can catch Hayley on Melbourne's NOVA 100 on weekdays and weekends. Hayley began on radio in 2002 with an Adelaide radio station doing voluntary news producing, writing and broadcasting. She then made the move to Austereo Adelaide (Triple M and SAFM) where she was a Triple M FREQ SHOW announcer, late night announcer, assistant producer and street promotions coordinator. Hayley has a Bachelor of ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Presentation%20Skills,PRESENTATION SKILLS,,,,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/rex-pemberton,https://www.ovations.com.au/speakers/rex-pemberton,Rex Pemberton,"Rex Pemberton is a Lead Facilitator, keynote speaker and business owner. Rex partners with senior executives, people managers and project teams to deliver high impact customised leadership and team development. In this capacity he has helped organisations all over the globe to deliver memorable programmes that consistently deliver return on investment. He has partners with organizations in four s ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Adventurer,ADVENTURER,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/clark-perry,https://www.ovations.com.au/speakers/clark-perry,Clark Perry,"Dr Clark Perry is a world leader in elite performance, leadership and team development. Clark Perry earned his international reputation following enormous success working closely with a wide array of elite athletes, coaches and business leaders, such as the Australian Swimming Team, Australian Cycling, the ARU Wallabies as well as the National Australia Bank, MLC, Toyota and Pfizer. In his role a ...",https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Olympics,OLYMPICS,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/ryan-phelan,https://www.ovations.com.au/speakers/ryan-phelan,Ryan Phelan,"Ryan is one of the most recognisable faces of the Australian sporting media Ryan presents ESPN's SportsCenter. Alongside Sports Tonight, Ryan reported for Network Ten on various other sports events including the Clipsal 500, the 2003 US Women's Open, the final Melbourne Cup covered by Ten in 2001 and the 2005 City to Surf. Ryan was Winner of Cleo Magazine's 2005 Bachelor of the year Award voted b ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/sport,SPORT,,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/eric-philips,https://www.ovations.com.au/speakers/eric-philips,Eric Philips,"Eric Philips is the founder and director of Icetrek Expeditions. His outdoor career spans 25 years during which time he has worked professionally as a wilderness guide, outdoor educator, adventure film presenter, motivational speaker, team facilitator and musician. As an adventurer, Eric has visited every continent on earth, often leading lightweight and self-supported expeditions to remote area ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Adventurer,ADVENTURER,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/graeme-keith-philipson,https://www.ovations.com.au/speakers/graeme-keith-philipson,Graeme Keith Philipson,"Graeme Philipson is an independent consultant, analyst and writer specialising in high technology industries. Over a twenty year career he has become one of Asia-Pacific's best known and most respected technology market researchers, speakers and journalists. ...",https://www.ovations.com.au/speakers/future-trends,FUTURE / TRENDS,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,,https://www.ovations.com.au/speakers/marketing,MARKETING,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/rachael-pickworth,https://www.ovations.com.au/speakers/rachael-pickworth,Rachael Pickworth,"Rachael's presentations are a breath of fresh air. Her blend of youthful passion, award winning business success, knowledge beyond her years and her warm and dynamic presentation style, combine to wow audiences and take them on an inspiring journey, whether it is a short keynote presentation or weekend workshop. At the core of Rachael's message: To achieve the impossible dream you must first de ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Adversity,ADVERSITY,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,,https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Personal%20Development,PERSONAL DEVELOPMENT,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/darryl-pike,https://www.ovations.com.au/speakers/darryl-pike,Darryl Pike,"Darryl Pike is the Executive Director and shareholder in Bridgeport - Advisers & Asset Managers Pty Limited employing 40 people in 3 divisions. Asset Management with over $800 million under management, Superannuation Consulting and Risk Management. He is also the author of best selling book ""The Apprentice Millionaire"", was resident money expert on Channel 10 for 12 months and has had countless ra ...",https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/marketing,MARKETING,,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/bill-potter,https://www.ovations.com.au/speakers/bill-potter,Bill Potter,"An ability to generate ideas and a talent for addressing the issues that affect both personal growth and business dynamics has built a strong demand for the inimitable style of Bill Potter at conferences and Seminars in New Zealand and internationally. As both an MC and keynote speaker, he packs a very powerful challenge that demands a response from those who hear his message. ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,https://www.ovations.com.au/speakers/marketing,MARKETING,,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sales,SALES,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/david-price,https://www.ovations.com.au/speakers/david-price,David Price,"David Julian Price has been speaking, training, consulting, coaching and facilitating since the early 1980's. He has presented throughout Australia in all cities and many country and isolated communities. David has also presented in New Zealand, Singapore, Malaysia, the USA and the UK David's work includes, keynote speaking, leader of workshops & training, speaking and presentation coaching, and ...",https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Negotiation,NEGOTIATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Presentation%20Skills,PRESENTATION SKILLS,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/steven-price,https://www.ovations.com.au/speakers/steven-price,Steven Price,"Based on a combination of his vast knowledge of current affairs, politics, sport, finance and news, Steve is a highly sought after MC and spokesperson. Steve has been a newspaper journalist and broadcaster for 36 years. In three states he has covered all the major news stories since the seventies and been a multi-award winning national Program Director of the year as well as Australia's current a ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/emma-race,https://www.ovations.com.au/speakers/emma-race,Emma Race,"Her positive, honest and cheeky attitude has been a hit with TV fans, interview subjects and TV executives alike. Emma is also developing her comic writing talents, and her radio performance as a regular on Melbourne's iconic community station 3RRR. ON radio she has had guest appearances Austereo's Hot 30 Countdown, Nova 100's Sunday night program which she co-hosted, and through dozens of Austra ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/shane-radbone,https://www.ovations.com.au/speakers/shane-radbone,Shane Radbone,"Shane Radbone, an ex-SANFL and AFL footy player for Sturt and Essendon, founded Executive Fitness Management (EFM) at 19, growing it into Australia's top corporate fitness company with over 4,500 clients and 30+ franchises. His leadership earned him the 1994 Australia Day business award. After selling EFM in 2000, Shane now captivates audiences as a speaker, sharing insights on entrepreneurship, leadership, and the synergy between fitness and business success. His transition from sports to business showcases his adaptability and visionary thinking, making him a sought-after figure on the speaking circuit.",https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Franchise,FRANCHISE,,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/brook-ramage,https://www.ovations.com.au/speakers/brook-ramage,Brook Ramage,"As Managing Director of The Golden Door Health Retreat for 13 years, Brook has been highly sought after for his entertaining and inspiring corporate presentations. Brooke Ramage's diverse background includes professional athlete, policeman, school teacher, personal trainer, health club manager and now includes development and expansion of The Golden Door, including The Golden Door Resort Spa in th ...",https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/andy-raymond,https://www.ovations.com.au/speakers/andy-raymond,Andy Raymond,"Andy Raymond is one of the faces of Fox Sports in his detailed role with Australia's leading sports brand name. One of the most recognizable faces on Australian TV, Andy has plied his trade for 25 years in the industry and although still a relative youngster he brings a wealth of experience and a professional touch to any function as an MC. ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/sport,SPORT,,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/chris-reason,https://www.ovations.com.au/speakers/chris-reason,Chris Reason,"Chris Reason will present Sunday Sunrise in 2004 after a year that saw him successfully battle cancer for a second time before returning to his television career. His new role will also see him reporting for Seven News, making Chris one of the Network's longest-serving and most experienced journalists. He has been reporting for Seven for more than a decade and his travels have given him unique, fi ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/chris-rewell,https://www.ovations.com.au/speakers/chris-rewell,Chris Rewell,"Chris is Australia's leading image professional and has been voted ""Sydney's No. 1 Image Consultant. She features regularly in the media as an industry pioneer and continues to research, train, and apply her knowledge. Chris speaks on pathways to, and the power of professional and personal image management. She delivers a potentially sensitive subject with a touch of humour, diplomacy and compass ...",https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/corporate-culture,CORPORATE CULTURE,,https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Human%20Resources,HUMAN RESOURCES,https://www.ovations.com.au/speaker-filter-search-results/speakers/Personal%20Development,PERSONAL DEVELOPMENT,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/nick-rheinberger,https://www.ovations.com.au/speakers/nick-rheinberger,Nick Rheinberger,"Nick Rheinberger is one of Australia's most versatile creative people. He's an entertainer for both children and adults, singing and playing guitar at schools, concerts, and corporate functions. He's also a writer, a voiceover, a university lecturer and a freelance creative ideas person. ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/entertainment,ENTERTAINMENT,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Environment%20/%20Sustainability,ENVIRONMENT / SUSTAINABILITY,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/jason-roberts,https://www.ovations.com.au/speakers/jason-roberts,Jason Roberts,"International celebrity chef Jason Roberts is a world-renowned executive chef, author and television personality. His brilliant smile and cheeky nature captivates people on all continents, while his health-conscious culinary skills - currently on display in his cookbook Graze and via his new television show - tantalize taste buds everywhere. Jason continues to work in the corporate arena via produ ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/clint-robinson,https://www.ovations.com.au/speakers/clint-robinson,Clint Robinson,"Australia's greatest ever kayaker. With 48 National titles in kayaking and surf lifesaving, Clint wrote his name in the record books in 1999 by passing ironman legend Trevor Hendy for the most number of gold medals in Surf Lifesaving Australian Championships with 23 golds. Clint won gold in the K1 1000m at the Barcelona Olympics in 1992. Clint is one of Australia's most admired sports people. ...",https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Olympics,OLYMPICS,,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,3500-5000
https://www.ovations.com.au/speakers/ajay-rochester,https://www.ovations.com.au/speakers/ajay-rochester,Ajay Rochester,"A celebrated comic, presenter, writer and role model, Ajay Rochester is the perfect all-rounder. As the lauded author of Confessions of a Reformed Dieter, Blubberguts and The Lazy Girl's Guide to Losing Weight, the mother of one has been a major contributor to the current revolution in healthy eating and exercise. ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,,,,,,,,,,,,3500-5000
